feedback_id,created_at,channel,account_id,rating,text
FB-01294,2026-03-25 18:12:19,support_ticket,ACC-0059,,"Hi Tempo support, I have been a customer for 6 months. Half of my Office 365 events disappeared from Tempo. Best, Amara"
FB-01310,2026-03-25 19:12:27,sales_call,ACC-0417,,"Call notes (North Media 30): their CTO said ""Export to Excel would save me hours every month."""
FB-01308,2026-03-25 19:24:52,community,ACC-0297,,+1 for this: please add a taems integration so reminders show up in our channels. is this on the roadmap?
FB-01298,2026-03-25 19:25:50,support_ticket,ACC-0537,,"Hello, Two-way sync with Office 365 is broken and changes take hours to appear. Not happy about this. - Jonas"
FB-01292,2026-03-25 19:39:24,community,ACC-0533,,anyone else seeing this? half of my office 365 events disappeared from tempo. please fix this asap.
FB-01304,2026-03-25 19:48:14,nps_survey,ACC-0001,4.0,Meeting times are wrong when attendees are in different time zones.
FB-01291,2026-03-25 20:34:21,support_ticket,ACC-0493,,"Hi team, Calendar sync is completely unreliable again. This is really frustrating."
FB-01305,2026-03-25 20:53:10,community,ACC-0049,,"small thing, but my time zone setting resets every time i travel."
FB-01314,2026-03-26 08:12:30,nps_survey,ACC-0462,3.0,Half of my Outlook events disappeared from Tempo.
FB-01318,2026-03-26 08:36:53,app_store,ACC-0525,3.0,Any plans for a dark theme? every other app has one.
FB-01322,2026-03-26 09:35:44,support_ticket,ACC-0002,,"Hey there, Please add a Microsoft Teams integration so reminders show up in our channels. Best, Deniz"
FB-01328,2026-03-26 10:13:27,app_store,ACC-0132,5.0,The team availability view is fantastic. Thank you!
FB-01319,2026-03-26 12:28:51,support_ticket,ACC-0279,,"Hello, Our team of 12 people relies on Tempo. Please add a dark mode. Thanks, Omar"
FB-01330,2026-03-26 16:49:36,app_store,ACC-0535,5.0,Love how easy it is to find a time that works for everyone. Keep up the great work!
FB-01323,2026-03-26 17:08:11,support_ticket,ACC-0297,,"Hi Tempo support, Our team of 25 people relies on Tempo. Please add a Microsoft Teams integration so reminders show up in our channels. Would really appreciate it. Best, Deniz"
FB-01312,2026-03-26 17:41:04,community,ACC-0565,,anyone else seeing this? reconnecting google does not fix the sync problem.
FB-01326,2026-03-26 18:02:55,app_store,ACC-0449,3.0,the setup wizard skipped steps and left my workspace half configured.
FB-01320,2026-03-26 18:37:04,app_store,ACC-0199,3.0,The new per-seat pirce is too expensive for a small team. This is really frustrating.
FB-01317,2026-03-26 18:53:37,support_ticket,ACC-0491,,"Hey there, Our team of 150 people relies on Tempo. Add a night mode option to the Android app. Is this on the roadmap? - Chen"
FB-01321,2026-03-26 19:09:17,nps_survey,ACC-0162,7.0,Can you connect Tempo with Slack for meeting links.
FB-01329,2026-03-26 19:14:58,support_ticket,ACC-0515,,"Hi Tempo support, Tempo is central to how we plan our week. Simple, fast and reliable, exactly what we needed. - Amara"
FB-01327,2026-03-26 19:47:12,nps_survey,ACC-0387,8.0,Tempo saves me hours every week.
FB-01316,2026-03-26 19:58:54,support_ticket,ACC-0314,,"Hey there, We use Tempo every day. It kepes crashing on startup after the last Android update. Very annoying. Best, Jonas"
FB-01324,2026-03-26 20:04:55,nps_survey,ACC-0059,5.0,Export to Excel would save me hours every month.
FB-01313,2026-03-26 20:09:48,support_ticket,ACC-0576,,"My Office 365 calednar stopped syncing randomly. Best, Lukas"
FB-01325,2026-03-26 20:11:38,app_store,ACC-0552,3.0,A dashboard showing meeting hours by team would be great. Would really appreciate it.
FB-01315,2026-03-26 20:13:15,community,ACC-0361,,Bug report: We missed a client call because the invite nveer synced to Office 365.
FB-01342,2026-03-27 07:01:34,app_store,ACC-0284,3.0,"The bright interface is painful at night, we need a dark mode. Thanks in advance."
FB-01338,2026-03-27 07:18:48,community,ACC-0478,,The app hangs for ten seconds before showing my schedule. Very annoying.
FB-01332,2026-03-27 08:54:39,nps_survey,ACC-0509,0.0,Meetings I create in Tempo never make it to iCloud.
FB-01357,2026-03-27 09:13:05,community,ACC-0036,,Best scheduling tool we have used. Keep up the great work!
FB-01333,2026-03-27 10:17:17,support_ticket,ACC-0328,,"Hi team, We use Tempo every day. Reconnecting Google Calendar does not fix the sync problem. This is really frustrating. Thanks, Lukas"
FB-01350,2026-03-27 11:38:14,support_ticket,ACC-0248,,"Hi team, We use Tempo every day. Invites to our Singapore office arrive with the wrong time. Please fix this asap. Thanks, Deniz"
FB-01346,2026-03-27 11:51:41,nps_survey,ACC-0522,1.0,The new per-seat price is too expensive for a small team.
FB-01336,2026-03-27 12:08:20,nps_survey,ACC-0403,0.0,The Android app takes forever to load.
FB-01344,2026-03-27 12:09:04,sales_call,ACC-0406,,"Call notes (Iron Labs 92): the IT director said ""Missing SSO support is a blocker in our procurement review."" They mentioned evaluating competitors."
FB-01355,2026-03-27 12:20:38,app_store,ACC-0403,5.0,Tempo saves me hours every week.
FB-01351,2026-03-27 12:41:50,sales_call,ACC-0131,,"Call notes (Maple Robotics): their CTO said ""Meeting times are wrong when attendees are in different time zones."" Expansion to 40 more seats depends on this."
FB-01341,2026-03-27 12:45:19,app_store,ACC-0184,3.0,Please follow the system dark theme on Android.
FB-01349,2026-03-27 13:22:25,sales_call,ACC-0233,,"Call notes (Bold Partners 73): the IT director said ""Invites to our London office arrive with the wrong time."" They mentioned evaluating competitors."
FB-01347,2026-03-27 13:45:37,app_store,ACC-0421,3.0,The new per-seat price is too expensive for a small team. Not happy about this.
FB-01331,2026-03-27 14:12:37,nps_survey,ACC-0310,5.0,Calendar sync is completely unreliable this week.
FB-01353,2026-03-27 15:55:29,support_ticket,ACC-0156,,"Hey there, We use Tempo every day. Push notifications arrive late or twice. Very annoying. - Priya"
FB-01352,2026-03-27 16:11:50,nps_survey,ACC-0333,6.0,Please let me mute notifications for specific calendars.
FB-01345,2026-03-27 17:14:31,nps_survey,ACC-0434,1.0,We are considering switching because Tempo got too pricey.
FB-01335,2026-03-27 17:18:38,community,ACC-0391,,Anyone else seeing this? Tapping an event freezes the iOS app. Please fix this asap.
FB-01354,2026-03-27 17:25:45,nps_survey,ACC-0325,8.0,I would like a report of how much time the team spends in meetings.
FB-01348,2026-03-27 17:31:35,support_ticket,ACC-0203,,"Hey there, Billing us for inactive seats is unfair. Not happy about this. - Jonas"
FB-01339,2026-03-27 18:09:20,community,ACC-0345,,feature request: any plans for a dark theme? every other app has one. thakns in advance.
FB-01343,2026-03-27 18:55:10,app_store,ACC-0218,3.0,"The bright interface is painful at night, we need a dark mode. Is this on the roadmap?"
FB-01334,2026-03-27 19:27:52,nps_survey,ACC-0408,3.0,We missed a client call because the invite never synced to Outlook.
FB-01356,2026-03-27 20:38:36,app_store,ACC-0052,5.0,"simple, fast and reliable, exactly what we needed."
FB-01358,2026-03-27 20:45:00,app_store,ACC-0499,4.0,Love how easy it is to find a time that works for everyone.
FB-01340,2026-03-27 20:58:56,app_store,ACC-0522,4.0,any plans for a dark theme? every other app has one. thanks in advance.
FB-01337,2026-03-27 21:33:19,app_store,ACC-0210,2.0,the ios app is so slow it is unusable on older phones.
FB-01360,2026-03-28 11:22:05,app_store,ACC-0175,1.0,Tapping an event freezes the mobile app. Hope this gets fixed soon.
FB-01364,2026-03-28 12:53:39,nps_survey,ACC-0335,6.0,Please add a Slack integration so reminders show up in our channels.
FB-01359,2026-03-28 13:17:00,nps_survey,ACC-0101,1.0,We missed a client call because the invite never synced to Google.
FB-01367,2026-03-28 15:19:36,app_store,ACC-0127,5.0,Love how easy it is to find a time that works for everyone. Keep up the graet work!
FB-01363,2026-03-28 17:41:13,nps_survey,ACC-0588,5.0,There is no way to see two time zones side by side when scheduling.
FB-01366,2026-03-28 17:42:54,app_store,ACC-0194,4.0,Super clean interface and very intuitive. Five stars.
FB-01365,2026-03-28 17:56:36,support_ticket,ACC-0412,,"We use Tempo every day. The reminder spam is making people ignore Tempo entirely. Hope this gets fixed soon. Thanks, Kate"
FB-01362,2026-03-28 18:44:33,app_store,ACC-0038,2.0,The Android app tkaes forever to load. Very annoying.
FB-01361,2026-03-28 20:45:58,support_ticket,ACC-0574,,"Hey there, We use Tempo every day. The Android app crashes when I open the week view. Very annoying."
FB-01373,2026-03-29 08:50:21,app_store,ACC-0464,4.0,please follow the system dark theme on android.
FB-01372,2026-03-29 09:33:09,community,ACC-0288,,Feature request: Any plans for a dark theme? every other app has one.
FB-01369,2026-03-29 10:38:05,support_ticket,ACC-0310,,Our team of 150 people relies on Tempo. Every event from iCloud now shows up twice. Please fix this asap. - Omar
FB-01371,2026-03-29 13:38:58,support_ticket,ACC-0568,,"Hello, The Android app takes forever to load. Please fix this asap. Best, Priya"
FB-01374,2026-03-29 13:46:31,support_ticket,ACC-0365,,"The bright interface is paniful at night, we need a dark mode. - Maria"
FB-01381,2026-03-29 15:46:38,community,ACC-0359,,shoutout: the team availability view is fantastic. keep up the great work!
FB-01376,2026-03-29 16:47:09,support_ticket,ACC-0057,,"Hey there, Please offer a chepaer plan for nonprofits. Please fix this asap. Thanks, Lukas"
FB-01380,2026-03-29 17:59:52,app_store,ACC-0475,5.0,the team availability view is fantastic. keep up the great work!
FB-01377,2026-03-29 18:06:10,support_ticket,ACC-0220,,"Hey there, The price increase does not feel justified. This is really frustrating. Best, Chen"
FB-01378,2026-03-29 19:20:50,support_ticket,ACC-0484,,I have been a customer for 24 months. Editing one occurrence changes the whole recurring series. Hope this gets fixed soon.
FB-01375,2026-03-29 19:23:30,sales_call,ACC-0020,,"Call notes (Urban Capital): their CTO said ""We cannot renew without SAML SSO and enforced login through OneLogin."" Expansion to 40 more seats depends on this."
FB-01368,2026-03-29 20:17:18,support_ticket,ACC-0347,,"Hi Tempo support, Sync keeps creating duplicate events on my calendar. This is relaly frustrating."
FB-01379,2026-03-29 20:34:35,app_store,ACC-0600,5.0,the booking links alone are worth it. thank you!
FB-01370,2026-03-29 21:00:30,support_ticket,ACC-0125,,"Hello, I have been a customer for 6 months. The app freezes every time I switch calendars on my Samsung phone. Not happy about this."
FB-01397,2026-03-30 07:47:16,support_ticket,ACC-0214,,"Hello, Tempo is central to how we plan our week. We would love to schedule meetings directly from Slack. Best, Maria"
FB-01389,2026-03-30 07:50:50,app_store,ACC-0540,4.0,Any plans for a dark theme? every other app has one.
FB-01406,2026-03-30 08:17:16,app_store,ACC-0483,5.0,"Simple, fast and reliable, exactly what we needed. Thank you!"
FB-01392,2026-03-30 09:36:10,support_ticket,ACC-0201,,"Our team of 25 people relies on Tempo. The Pro plan now cotss more than tools that do much more. Thanks, Omar"
FB-01400,2026-03-30 10:24:06,support_ticket,ACC-0433,,"Hi Tempo support, Our finance team needs a monthly utilization report. Is this on the roadmap? - Chen"
FB-01383,2026-03-30 10:38:23,nps_survey,ACC-0473,6.0,Reconnecting Office 365 does not fix the sync problem.
FB-01395,2026-03-30 10:57:34,support_ticket,ACC-0029,,"Hi team, The price increase does not feel justified. Not happy about this. Best, Deniz"
FB-01387,2026-03-30 11:52:50,app_store,ACC-0065,1.0,The app hangs for ten seconds before showing my schedule. Please fix this asap.
FB-01390,2026-03-30 13:34:25,app_store,ACC-0035,3.0,Dark mode is the only thing missing for me.
FB-01393,2026-03-30 13:44:37,support_ticket,ACC-0411,,"We use Tempo every day. A 20 percent price jump with no new features is frustrating. This is really frustrating. Best, Amara"
FB-01385,2026-03-30 13:46:16,nps_survey,ACC-0115,2.0,Two-way sync with Google is broken and changes take hours to appear.
FB-01405,2026-03-30 15:34:30,community,ACC-0222,,The booking links alone are worth it. Five stars.
FB-01384,2026-03-30 16:48:16,support_ticket,ACC-0324,,"Hi team, Our team of 80 people relies on Tempo. We missed a client call because the invite never synced to Outlook. Please fix this asap."
FB-01401,2026-03-30 16:50:26,community,ACC-0151,,Setting up the workspace was confusing. Very annoying.
FB-01404,2026-03-30 16:59:07,nps_survey,ACC-0324,10.0,Great product and the support team is very responsive.
FB-01402,2026-03-30 17:11:12,app_store,ACC-0307,2.0,Setting up the workspace was confusing. This is really frustrating.
FB-01394,2026-03-30 17:31:51,sales_call,ACC-0387,,"Call notes (Lucky Media): the security lead said ""The price increase does not feel justified."" Otherwise very happy with the product."
FB-01382,2026-03-30 18:11:49,support_ticket,ACC-0298,,"Hello, We use Tempo every day. Every event from Office 365 now shows up twice. Not happy about this. Best, Chen"
FB-01399,2026-03-30 18:15:56,nps_survey,ACC-0209,0.0,Every calendar change triggers an email to the whole team.
FB-01398,2026-03-30 18:42:36,support_ticket,ACC-0096,,"Tempo is central to how we plan our week. Push notifications arrive late or twice. Also, please add SCIM provisioning so IT can manage users from Google Workspace. Please fix this asap. Best, Maria"
FB-01386,2026-03-30 18:59:55,nps_survey,ACC-0151,6.0,Calendar sync is completely unreliable since Tuesday.
FB-01403,2026-03-30 19:54:05,support_ticket,ACC-0137,,"Hi Tempo support, Our team of 5 people relies on Tempo. Tempo saves me hours every week."
FB-01391,2026-03-30 19:57:24,support_ticket,ACC-0316,,"Hi Tempo support, We are considering switching because Tempo got too pricey. Not happy about this. Thanks, Priya"
FB-01388,2026-03-30 20:31:38,nps_survey,ACC-0305,5.0,The mobile app takes forever to load.
FB-01396,2026-03-30 20:51:20,app_store,ACC-0431,1.0,Invites to our Singapore office arrive with the wrong time. This is really frustrating.
FB-01424,2026-03-31 07:34:50,support_ticket,ACC-0586,,"Hi team, Push notifications arrive late or twice. Very annoying."
FB-01420,2026-03-31 08:25:41,support_ticket,ACC-0182,,"Hi Tempo support, The scheduler keeps showing Pacific time instead of my local time. Also, onboarding is confusing for anyone who is not technical."
FB-01427,2026-03-31 09:12:59,community,ACC-0078,,Our new hires get lost in the onboarding flow.
FB-01425,2026-03-31 09:16:26,nps_survey,ACC-0316,6.0,Export to Excel would save me hours every month.
FB-01407,2026-03-31 09:33:47,nps_survey,ACC-0192,4.0,"Two-way sync with Google is broken and changes take hours to appear. Also, my time zone setting resets every time I travel."
FB-01423,2026-03-31 09:49:10,nps_survey,ACC-0217,3.0,I get three reminedrs for every single meeting.
FB-01412,2026-03-31 11:11:50,nps_survey,ACC-0184,3.0,The app hangs for ten seconds before showing my schedule.
FB-01421,2026-03-31 11:46:27,support_ticket,ACC-0233,,"Hello, We live in Slack, getting alerts there would help a lot. Best, Amara"
FB-01429,2026-03-31 12:03:52,support_ticket,ACC-0016,,"Hi Tempo support, Suepr clean interface and very intuitive. Keep up the great work! Thanks, Priya"
FB-01428,2026-03-31 13:01:15,app_store,ACC-0352,4.0,Great product and the support team is very responsive. Five stars.
FB-01416,2026-03-31 13:14:59,support_ticket,ACC-0259,,"Hi Tempo support, I have been a customer for 6 motnhs. The Pro plan now costs more than tools that do much more. Please fix this asap. Thanks, Chen"
FB-01410,2026-03-31 13:53:44,support_ticket,ACC-0416,,"Hey there, Our team of 40 people relies on Tempo. Meetings I create in Tempo never make it to Outlook. Hope this gets fixed soon. - Jonas"
FB-01417,2026-03-31 14:47:18,nps_survey,ACC-0484,0.0,Events shift by an hour after daylight saving time.
FB-01426,2026-03-31 15:45:22,sales_call,ACC-0270,,"Call notes (Blue Studio 6): their CTO said ""Can we get analytics on meeting load per person."""
FB-01419,2026-03-31 16:15:41,nps_survey,ACC-0205,4.0,It is confusing which time zone the booking link uses.
FB-01411,2026-03-31 16:28:13,community,ACC-0512,,"[bug] the app freezes every time i switch calendars on my iphone. also, we cannot renew without saml sso and enforced login through entra id. this is really frustrating."
FB-01414,2026-03-31 17:03:44,app_store,ACC-0238,1.0,The mobile app drains my battery. Not happy about this.
FB-01409,2026-03-31 17:10:43,app_store,ACC-0480,1.0,Reconnecting Google Calendar does not fix the sync problem. This is really frustrating.
FB-01422,2026-03-31 18:22:49,nps_survey,ACC-0029,7.0,Can you connect Tempo with Slack for meeting links.
FB-01415,2026-03-31 18:33:04,app_store,ACC-0165,5.0,Plesae add a dark mode.
FB-01408,2026-03-31 18:41:27,nps_survey,ACC-0594,6.0,Meetings I create in Tempo never make it to Google.
FB-01418,2026-03-31 20:15:06,nps_survey,ACC-0144,2.0,Meeting times are wrong when attendees are in different time zones.
FB-01413,2026-03-31 20:57:08,community,ACC-0597,,anyone else seeing this? the android app takes forever to load. please fix this asap.
FB-01448,2026-04-01 07:28:54,support_ticket,ACC-0150,,"Hello, I have been a customer for 18 months. We need to export meeting data to CSV. Is this on the roadmap? Thanks, Deniz"
FB-01443,2026-04-01 08:18:39,community,ACC-0467,,A Slack bot that posts the daily agenda wuold be amazing.
FB-01434,2026-04-01 08:30:31,nps_survey,ACC-0017,4.0,Calenadr sync is completely unreliable for days.
FB-01435,2026-04-01 08:49:40,app_store,ACC-0251,4.0,"Dark mode please, the white screen hurts my eyes. Would really appreciate it."
FB-01436,2026-04-01 08:58:37,sales_call,ACC-0020,,"Call notes (Urban Capital): the head of RevOps said ""We need SAML single sign-on before we can roll out to more teams."" They mentioned evaluating competitors."
FB-01433,2026-04-01 09:41:02,community,ACC-0088,,Anyone else seeing this? The sync status is stuck on syncing forever. This is really frustrating.
FB-01447,2026-04-01 09:47:19,nps_survey,ACC-0463,2.0,Every calendar change triggers an email to the whole team.
FB-01430,2026-04-01 09:48:15,app_store,ACC-0480,2.0,Deleted meetings keep coming back after every sync. This is really frustrating.
FB-01444,2026-04-01 10:28:47,app_store,ACC-0574,4.0,Set my Teams status automatically when I am in a meeting.
FB-01446,2026-04-01 10:59:26,nps_survey,ACC-0145,4.0,I get three reminders for every single meeting.
FB-01442,2026-04-01 11:00:52,sales_call,ACC-0328,,"Call notes (Silver Systems 59): the VP of Operations said ""Meeting times are wrong when attendees are in different time zones."" Renewal is in 8 weeks."
FB-01438,2026-04-01 11:38:04,support_ticket,ACC-0252,,"Hi team, Tempo is central to how we plan our week. Hard to justify the cost to my manager after the price increase. This is really frustrating."
FB-01437,2026-04-01 12:20:36,sales_call,ACC-0101,,"Call notes (Blue Capital 93): the head of RevOps said ""We cannot renew without SAML SSO and enforced login through Entra ID."" Renewal is in 6 weeks."
FB-01441,2026-04-01 13:05:18,app_store,ACC-0040,1.0,The scheduler keeps showing Pacific time instead of my local time. Very annoying.
FB-01432,2026-04-01 15:16:20,app_store,ACC-0075,2.0,Half of my Office 365 eevnts disappeared from Tempo. Not happy about this.
FB-01440,2026-04-01 15:57:57,nps_survey,ACC-0280,3.0,It is confusing which time zone the booking link uses.
FB-01449,2026-04-01 16:43:56,support_ticket,ACC-0164,,"Hey there, Our team of 80 people relies on Tempo. Setting up the workspace was confusing. This is really frustrating. Best, Sofia"
FB-01431,2026-04-01 17:40:14,app_store,ACC-0600,2.0,Reconnecting iCloud does not fix the sync problem. Hope this gets fixed soon.
FB-01439,2026-04-01 19:45:26,nps_survey,ACC-0380,0.0,Hard to justify the cost to my manager atfer the price increase.
FB-01445,2026-04-01 21:43:18,community,ACC-0179,,"small thing, but the reminder spam is making people ignore tempo entirely. not happy about this."
FB-01459,2026-04-02 07:15:42,nps_survey,ACC-0308,8.0,"Dark mode please, the white screen hurts my eyes. Also, every calendar change triggers an email to the whole team."
FB-01478,2026-04-02 07:39:40,nps_survey,ACC-0280,8.0,Export to Excel would save me hours eevry month.
FB-01469,2026-04-02 07:44:58,community,ACC-0065,,Feedback: Invites to our London office arrive with the wrong time. Please fix this asap.
FB-01458,2026-04-02 07:47:35,community,ACC-0519,,[Bug] Performance on my older Android phone is terrible compared to the web version. Hope this gets fixed soon.
FB-01450,2026-04-02 07:54:17,app_store,ACC-0368,2.0,Reconnecting Office 365 does not fix the sync problem. Hope this gets fixed soon.
FB-01484,2026-04-02 09:43:14,community,ACC-0509,,Shoutout: Love how easy it is to find a time that works for everyone.
FB-01477,2026-04-02 10:08:39,nps_survey,ACC-0201,6.0,Please let me mute notifications for specific calendars.
FB-01456,2026-04-02 10:34:34,nps_survey,ACC-0596,4.0,The Android app crashes when I open the week view.
FB-01470,2026-04-02 10:53:53,support_ticket,ACC-0145,,"Hey there, Invites to our Singapore office arrive with the wrong time. Best, Lukas"
FB-01474,2026-04-02 11:39:59,nps_survey,ACC-0454,6.0,A Slack bot that posts the daily agenda would be amazing.
FB-01461,2026-04-02 11:49:32,community,ACC-0186,,add a night mode option to the android app. is this on the roadmap?
FB-01480,2026-04-02 12:19:09,nps_survey,ACC-0588,5.0,Can we get analytics on meeting load per person.
FB-01468,2026-04-02 13:38:29,nps_survey,ACC-0402,0.0,The new per-seat price is too expensive for a small team.
FB-01454,2026-04-02 13:48:19,app_store,ACC-0489,3.0,Deleted meetings keep coming back after every sync. Not happy about this.
FB-01481,2026-04-02 13:55:42,community,ACC-0437,,"Small thing, but The setup wizard skipped steps and left my workspace half configured. Not happy about this."
FB-01466,2026-04-02 14:12:16,support_ticket,ACC-0406,,"Hello, Tempo is central to how we plan our week. Hard to justify the cost to my mnaager after the price increase. Very annoying. - Sofia"
FB-01479,2026-04-02 14:37:03,sales_call,ACC-0020,,"Call notes (Urban Capital): the head of RevOps said ""I would like a report of how much time the team spends in meetings."" Otherwise very happy with the product."
FB-01457,2026-04-02 15:24:55,app_store,ACC-0279,2.0,The iOS app crasehs when I open the week view. Hope this gets fixed soon.
FB-01476,2026-04-02 15:59:01,app_store,ACC-0239,2.0,i get three reminders for every single meeting.
FB-01455,2026-04-02 16:26:44,nps_survey,ACC-0039,0.0,The app freezes every time I switch calendars on my Samsung phone.
FB-01475,2026-04-02 16:49:29,support_ticket,ACC-0044,,"Hello, Push notifications arrive late or twice. Not happy about this. Thanks, Lukas"
FB-01453,2026-04-02 17:55:09,nps_survey,ACC-0505,0.0,Deleted meetings keep coming back after every sync.
FB-01473,2026-04-02 18:07:36,nps_survey,ACC-0332,5.0,A Slack bot that posts the daily agenda would be amazing.
FB-01465,2026-04-02 18:38:17,nps_survey,ACC-0181,3.0,The new per-seat price is too expensive for a small team.
FB-01467,2026-04-02 19:21:27,nps_survey,ACC-0365,6.0,Please offer a cheaper plan for nonprofits.
FB-01463,2026-04-02 19:38:39,nps_survey,ACC-0485,1.0,"Billing us for inactive seats is unfair. Also, push notifications arrive late or twice."
FB-01464,2026-04-02 19:44:50,community,ACC-0583,,Pricing feedback: We are considering switching because Tempo got too pricey. Please fix this asap.
FB-01483,2026-04-02 19:46:33,app_store,ACC-0118,5.0,super clean interface and very intuitive.
FB-01462,2026-04-02 19:51:40,sales_call,ACC-0484,,"Call notes (Clear Logistics 33): the security lead said ""Missing SSO support is a blocker in our procurement review."""
FB-01482,2026-04-02 20:00:51,nps_survey,ACC-0544,9.0,Super clean interface and very intuitive.
FB-01471,2026-04-02 20:38:54,nps_survey,ACC-0144,0.0,It is confusing which time zone the booking link uses.
FB-01451,2026-04-02 20:59:25,app_store,ACC-0396,1.0,My Office 365 calendar stopped syncing this week. This is really frustrating.
FB-01452,2026-04-02 21:00:36,support_ticket,ACC-0391,,"We missed a client call because the invite never synced to iCloud. Not happy about this. Thanks, Chen"
FB-01460,2026-04-02 21:43:33,app_store,ACC-0453,4.0,Please follow the system dark theme on Android. Thanks!
FB-01472,2026-04-02 21:58:10,sales_call,ACC-0528,,"Call notes (Green Foods 81): the office manager said ""It is confusing which time zone the booking link uses."" Expansion to 25 more seats depends on this."
FB-01489,2026-04-03 07:28:36,community,ACC-0307,,Performance on my older Android phone is terrible compared to the web version. This is really frustrating.
FB-01501,2026-04-03 08:12:53,sales_call,ACC-0290,,"Call notes (Harbor Robotics 76): the head of RevOps said ""A dashboard showing meeting hours by team would be great."" Expansion to 25 more seats depends on this."
FB-01490,2026-04-03 09:29:29,nps_survey,ACC-0158,2.0,Tapping an event freezes the Android app.
FB-01493,2026-04-03 10:00:51,nps_survey,ACC-0167,7.0,"Would love a dark theme for late night planning. Also, there is no way to see two time zones side by side when scheduling."
FB-01502,2026-04-03 10:57:53,support_ticket,ACC-0541,,"Hi Tempo support, We use Tempo every day. Please add an API endpoint for exporting events. Is this on the roadmap? Thanks, Jonas"
FB-01487,2026-04-03 11:02:25,nps_survey,ACC-0390,1.0,Meetings I create in Tempo never make it to Google Calendar.
FB-01488,2026-04-03 11:27:15,app_store,ACC-0596,2.0,Office 365 sync fails with an error every morning.
FB-01491,2026-04-03 12:07:09,community,ACC-0483,,The Android app crashes when I open the week view. This is really frustrating.
FB-01498,2026-04-03 12:53:44,support_ticket,ACC-0417,,Events shift by an hour after daylight saving time.
FB-01486,2026-04-03 13:14:02,app_store,ACC-0540,3.0,every event from offcie 365 now shows up twice. this is really frustrating.
FB-01494,2026-04-03 13:49:09,nps_survey,ACC-0267,6.0,Any plans for a dark theme? every other app has one.
FB-01495,2026-04-03 14:50:40,support_ticket,ACC-0142,,"Hard to justify the cost to my manager after the price increase. Also, I cannot delete a single instance of a repeating event anymore. Please fix this asap. Thanks, Lukas"
FB-01496,2026-04-03 15:17:43,support_ticket,ACC-0276,,"Hi Tempo support, Our team of 5 people relies on Tempo. Billing us for inactive seats is unfair. This is really frustrating. - Amara"
FB-01492,2026-04-03 16:07:45,sales_call,ACC-0376,,"Call notes (Lucky Digital): the office manager said ""The app freezes every time I switch calendars on my iPhone."" They mentioned evaluating competitors."
FB-01503,2026-04-03 16:44:43,nps_survey,ACC-0374,4.0,The onboarding never explains the difference between workspaces and teams.
FB-01504,2026-04-03 16:45:24,app_store,ACC-0456,4.0,Spuer clean interface and very intuitive. Keep up the great work!
FB-01485,2026-04-03 18:17:05,app_store,ACC-0253,1.0,We missed a client call because the invite never synced to iCloud. Hope this gets fixed soon.
FB-01499,2026-04-03 18:47:34,support_ticket,ACC-0278,,"Hi team, We use Tempo every day. Can you connect Tempo with Microsoft Teams for meeting links. Thanks in advance."
FB-01500,2026-04-03 20:10:28,nps_survey,ACC-0167,1.0,The reminder spam is making people ignore Tempo entirely.
FB-01497,2026-04-03 21:15:42,support_ticket,ACC-0411,,"Hi Tempo support, We use Tempo every day. A 20 percent price jump with no new features is frustrating. Not happy about this."
FB-01507,2026-04-04 07:18:31,sales_call,ACC-0020,,"Call notes (Urban Capital): the VP of Operations said ""Deleted meetings keep coming back after every sync."" Expasnion to 12 more seats depends on this."
FB-01515,2026-04-04 09:56:27,community,ACC-0464,,"small thing, but i cannot turn off the daily digest emails."
FB-01516,2026-04-04 09:59:24,app_store,ACC-0385,4.0,The booking links alone are worth it.
FB-01514,2026-04-04 10:48:37,nps_survey,ACC-0501,5.0,Can you connect Tempo with Microsoft Teams for meeting links.
FB-01506,2026-04-04 12:00:15,support_ticket,ACC-0339,,"Hello, We use Tempo every day. Meetings I create in Tempo never make it to Outlook. Hope this gets fixed soon. Best, Lukas"
FB-01518,2026-04-04 12:08:58,community,ACC-0006,,Our whole company switched and nobody looked back.
FB-01509,2026-04-04 12:40:38,support_ticket,ACC-0390,,"Hi Tempo support, Our team of 80 people relies on Tempo. Any plans for a dark theme? every other app has one. Thanks! Thanks, Omar"
FB-01511,2026-04-04 13:13:59,support_ticket,ACC-0248,,"Hey there, A 20 percent price jump with no new features is frustrating. Hope this gets fixed soon. Thanks, Omar"
FB-01505,2026-04-04 14:07:20,community,ACC-0290,,Anyone else seeing this? Google Calendar sync fails with an error all the time.
FB-01513,2026-04-04 14:29:10,sales_call,ACC-0296,,"Call notes (Geren Systems 51): the IT director said ""We live in Teams, getting alerts there would help a lot."" Expansion to 150 more seats depends on this."
FB-01508,2026-04-04 16:33:05,app_store,ACC-0184,3.0,performance on my iphone is terrible compared to the web version. please fix this asap.
FB-01517,2026-04-04 16:40:55,support_ticket,ACC-0177,,"Hi team, I have been a customer for 3 months. Great product and the support team is very responsive. Thanks, Lukas"
FB-01512,2026-04-04 17:56:19,app_store,ACC-0113,2.0,The scheduler keeps showing Eastern time instead of my local time. Very annoying.
FB-01510,2026-04-04 19:25:32,support_ticket,ACC-0512,,The Pro plan now costs more than tools that do much more.
FB-01522,2026-04-05 07:30:03,support_ticket,ACC-0435,,"Hi Tempo support, We use Tempo every day. Dark mode is the only thing missing for me. Thanks in advance. Best, Omar"
